Event,Start time,End time,Building Name/Room Number,Website,Event Description/Agenda,Sponsoring Organization,Event Contact,Event Contact Position/Department,Event Contact Phone,Event Contact Email,Street Address,Latitude,Longitude,Location,Event Info Url,Classification
Wild Nearby,09/03/2016 10:00:00 AM,09/03/2016 05:00:00 PM,,http://www.burkemuseum.org/wildnearby,"Few places on earth rival the rugged beauty and biological diversity of Washington state&#8217;s North Cascades wilderness. Immerse yourself in the sights, sounds and stories of the North Cascades&#39; people, plants and animals at the Burke&#8217;s latest exhibit,&#160;Wild Nearby. ",Burke Museum ,Andrea Godinez ,,206-616-7538 ,burkepr@uw.edu,17th Ave NE & NE 45th St,,,,http://www.seattle.gov/living-in-seattle/event-calendar?trumbaEmbed=view%3devent%26eventid%3d119089942,community
"Toys of the '50s, '60s and '70s",09/04/2016 10:00:00 AM,09/04/2016 05:00:00 PM,,http://www.mohai.org/toys,"Gumby. Barbie. Slinky. Mr. Potato Head. Wham-O. Spirograph. These popular toys capture the craziness, joy, and sheer fun of being a kid. But beneath those nutty names are rich veins of nostalgia, memory, and history. Channel your inner child during the West Coast premiere of Toys of the &#8216;50s, &#8216;60s and &#8216;70s. #MOHAItoys ", Industry (MOHAI) ,MOHAI ,,206-324-1126 ,information@mohai.org,860 Terry Ave N,47.62759,-122.33661,"(47.62759, -122.33661)",http://www.seattle.gov/living-in-seattle/event-calendar?trumbaEmbed=view%3devent%26eventid%3d118798638,community
Wild Nearby,09/04/2016 10:00:00 AM,09/04/2016 05:00:00 PM,,http://www.burkemuseum.org/wildnearby,"Few places on earth rival the rugged beauty and biological diversity of Washington state&#8217;s North Cascades wilderness. Immerse yourself in the sights, sounds and stories of the North Cascades&#39; people, plants and animals at the Burke&#8217;s latest exhibit,&#160;Wild Nearby. ",Burke Museum ,Andrea Godinez ,,206-616-7538 ,burkepr@uw.edu,17th Ave NE & NE 45th St,,,,http://www.seattle.gov/living-in-seattle/event-calendar?trumbaEmbed=view%3devent%26eventid%3d119089943,community
"Toys of the '50s, '60s and '70s",09/05/2016 10:00:00 AM,09/05/2016 05:00:00 PM,,http://www.mohai.org/toys,"Gumby. Barbie. Slinky. Mr. Potato Head. Wham-O. Spirograph. These popular toys capture the craziness, joy, and sheer fun of being a kid. But beneath those nutty names are rich veins of nostalgia, memory, and history. Channel your inner child during the West Coast premiere of Toys of the &#8216;50s, &#8216;60s and &#8216;70s. #MOHAItoys ", Industry (MOHAI) ,MOHAI ,,206-324-1126 ,information@mohai.org,860 Terry Ave N,47.62759,-122.33661,"(47.62759, -122.33661)",http://www.seattle.gov/living-in-seattle/event-calendar?trumbaEmbed=view%3devent%26eventid%3d118798639,community
Wild Nearby,09/05/2016 10:00:00 AM,09/05/2016 05:00:00 PM,,http://www.burkemuseum.org/wildnearby,"Few places on earth rival the rugged beauty and biological diversity of Washington state&#8217;s North Cascades wilderness. Immerse yourself in the sights, sounds and stories of the North Cascades&#39; people, plants and animals at the Burke&#8217;s latest exhibit,&#160;Wild Nearby. ",Burke Museum ,Andrea Godinez ,,206-616-7538 ,burkepr@uw.edu,17th Ave NE & NE 45th St,,,,http://www.seattle.gov/living-in-seattle/event-calendar?trumbaEmbed=view%3devent%26eventid%3d119089944,community
"Toys of the '50s, '60s and '70s",09/06/2016 10:00:00 AM,09/06/2016 05:00:00 PM,,http://www.mohai.org/toys,"Gumby. Barbie. Slinky. Mr. Potato Head. Wham-O. Spirograph. These popular toys capture the craziness, joy, and sheer fun of being a kid. But beneath those nutty names are rich veins of nostalgia, memory, and history. Channel your inner child during the West Coast premiere of Toys of the &#8216;50s, &#8216;60s and &#8216;70s. #MOHAItoys ", Industry (MOHAI) ,MOHAI ,,206-324-1126 ,information@mohai.org,860 Terry Ave N,47.62759,-122.33661,"(47.62759, -122.33661)",http://www.seattle.gov/living-in-seattle/event-calendar?trumbaEmbed=view%3devent%26eventid%3d118798640,community
extra hours -- May and June,06/30/2016 01:00:00 AM,06/30/2016 11:00:00 PM,,http://seattle.cedar.greencitypartnerships.org/event/9099/,,Green Seattle Partnership ,David Perasso ,,,perasso@cruzio.com,,,,,http://www.seattle.gov/living-in-seattle/event-calendar?trumbaEmbed=view%3devent%26eventid%3d118269608,community
International Special Review District,10/11/2016 04:00:00 PM,10/11/2016 05:00:00 PM,409 Maynard Ave. S.,http://www.seattle.gov/neighborhoods/preservation/agendas.htm,,,Rebecca Frestedt ,,684-0226 ,rebecca.frestedt@seattle.gov,"IDEA Space, Lower Level",,,,http://www.seattle.gov/living-in-seattle/event-calendar?trumbaEmbed=view%3devent%26eventid%3d118730973,civic
Chinatown-ID Neighborhood Block Watch,10/11/2016 06:00:00 PM,10/11/2016 07:30:00 PM,,http://www.scidpda.org/what-we-do/community-engagement/idea-space,,Seattle Chinatown International Development Preservation Development Authority ,Sokha Danh ,,206-838-8718 ,sokhad@scidpda.org,409 Maynard Ave S,47.59886,-122.32544,"(47.59886, -122.32544)",http://www.seattle.gov/living-in-seattle/event-calendar?trumbaEmbed=view%3devent%26eventid%3d113786496,civic
Community Technology Advisory Board (CTAB),10/11/2016 06:00:00 PM,10/11/2016 08:00:00 PM,"Seattle Municipal Tower, 700 5th Ave, (5th and Columbia) in the 27th floor conference room (2750, to the right off elevators) ",http://seattle.gov/ctab,,Seattle Department of Information Technology ,David Keyes ,,206-386-9759 ,communitytechnology@seattle.gov,,,,,http://www.seattle.gov/living-in-seattle/event-calendar?trumbaEmbed=view%3devent%26eventid%3d117277140,civic
City of Seattle/University of Washington Committee Advisory Committee (CUCAC),10/11/2016 06:30:00 PM,10/11/2016 08:30:00 PM,,http://www.seattle.gov/neighborhoods/major-institutions-and-schools/major-institution-citizen-advisory-committees/university-of-washington,,,Maureen Sheehan ,,206.684.0302 ,maureen.sheehan@seattle.gov,4333 Brooklyn Ave NE,47.66072,-122.31466,"(47.66072, -122.31466)",http://www.seattle.gov/living-in-seattle/event-calendar?trumbaEmbed=view%3devent%26eventid%3d117396731,civic
Park District Oversight Committee Meeting,10/11/2016 06:30:00 PM,10/11/2016 09:00:00 PM,,http://www.seattle.gov/parks-and-recreation/about-us/park-district-oversight-committee,,,Shanyanika Burton ,Seattle Parks and Recreation ,206.233.7904 ,shanyanika.burton@seattle.gov,100 Dexter Ave N,47.61917,-122.34192,"(47.61917, -122.34192)",http://www.seattle.gov/living-in-seattle/event-calendar?trumbaEmbed=view%3devent%26eventid%3d118359315,civic
Arboretum Botanical Garden Committee Meeting,10/12/2016 08:30:00 AM,10/12/2016 10:30:00 AM,Graham Visitors Center,http://depts.washington.edu/wpa/abgc/,,,Rachel Acosta ,,2066845066 ,rachel.acosta@seattle.gov,2300 Arboretum Dr E,47.63918,-122.29432,"(47.63918, -122.29432)",http://www.seattle.gov/living-in-seattle/event-calendar?trumbaEmbed=view%3devent%26eventid%3d117687364,civic
"Gender Equity, Safe Communities & New Americans",10/12/2016 09:30:00 AM,,"Seattle City Hall, Floor 2",http://www.seattle.gov/council/committees/gender-equity-safe-communities-and-new-americans,,,,,,,600 Fourth Avenue,47.60377,-122.32971,"(47.60377, -122.32971)",http://www.seattle.gov/living-in-seattle/event-calendar?trumbaEmbed=view%3devent%26eventid%3d117551818,civic
Human Services & Public Health,10/12/2016 02:00:00 PM,,"Seattle City Hall, Floor 2",http://www.seattle.gov/council/committees/human-services-and-public-health,,,,,,,600 Fourth Avenue,47.60377,-122.32971,"(47.60377, -122.32971)",http://www.seattle.gov/living-in-seattle/event-calendar?trumbaEmbed=view%3devent%26eventid%3d117551833,civic
Pike Place Market Historical Commission Meeting,10/12/2016 04:30:00 PM,10/12/2016 06:30:00 PM,,http://www.seattle.gov/neighborhoods/preservation/agendas.htm,,,Heather McAuliffe ,,684-0229 ,heather.mcauliffe@seattle.gov,PDA Meeting Room,,,,http://www.seattle.gov/living-in-seattle/event-calendar?trumbaEmbed=view%3devent%26eventid%3d118731546,civic
"Seattle Public Utilities? Creeks, Drainage, and Wastewater and Water System Advisory Committees",10/12/2016 05:30:00 PM,10/12/2016 07:30:00 PM,Room 4901 ,http://www.seattle.gov/util/AboutUs/SPUandtheCommunity/CommunityAdvisoryCommitees/index.htm,,,Sheryl Shapiro ,,,sheryl.shapiro@seattle.gov,,,,,http://www.seattle.gov/living-in-seattle/event-calendar?trumbaEmbed=view%3devent%26eventid%3d117711823,civic
Pedestrian Advisory Board,10/12/2016 06:00:00 PM,10/12/2016 08:00:00 PM,"City Hall, Room L280 ",http://www.seattle.gov/spab/,Monthly board meeting ,,Howard Wu ,,684-3902 ,howard.wu@seattle.gov,600 4TH Ave,47.60377,-122.32971,"(47.60377, -122.32971)",http://www.seattle.gov/living-in-seattle/event-calendar?trumbaEmbed=view%3devent%26eventid%3d117711794,civic
Seattle Planning Commission Meeting,10/13/2016 03:00:00 PM,10/13/2016 05:30:00 PM,Room L280 ,http://www.seattle.gov/planningcommission/when-we-meet/minutes-and-agendas,,,Robin Magonegil ,,206-684-8694 ,robin.magonegil@seattle.gov,,,,,http://www.seattle.gov/living-in-seattle/event-calendar?trumbaEmbed=view%3devent%26eventid%3d117673579,civic
Pet Loss Support Group,10/13/2016 05:30:00 PM,10/13/2016 06:45:00 PM,Upper Level Conference Room,http://www.seattle.gov/animalshelter/,,Seattle Animal Shelter Volunteers ,,Seattle Animal Shelter ,206-386-7387 ,,2061 15th Ave W,47.63837,-122.37654,"(47.63837, -122.37654)",http://www.seattle.gov/living-in-seattle/event-calendar?trumbaEmbed=view%3devent%26eventid%3d117696030,civic
Board of Park Commissioners Meeting,10/13/2016 06:30:00 PM,10/13/2016 09:00:00 PM,,http://www.seattle.gov/parks-and-recreation/about-us/board-of-park-commissioners,"The Seattle Board of Park Commissioners is a volunteer advisory board established by ordinance. The Board consults with and makes recommendations to City Council, the Mayor, and the Superintendent regarding the Parks and Recreation Department&#39;s policies for the planning, development and use of the City&#39;s park and recreation facilities. ",,Rachel Acosta ,,2066845066 ,rachel.acosta@seattle.gov,100 Dexter Ave N,47.61917,-122.34192,"(47.61917, -122.34192)",http://www.seattle.gov/living-in-seattle/event-calendar?trumbaEmbed=view%3devent%26eventid%3d118180542,civic
Council Briefing,10/17/2016 09:30:00 AM,10/17/2016 10:30:00 AM,"Seattle City Hall, Floor 2",http://seattle.legistar.com/DepartmentDetail.aspx?ID=28388&GUID=B6D0A66D-1D6F-4719-B460-A6CDA46778A6&Search=,,,,,,,600 Fourth Avenue,47.60377,-122.32971,"(47.60377, -122.32971)",http://www.seattle.gov/living-in-seattle/event-calendar?trumbaEmbed=view%3devent%26eventid%3d117546160,civic
Full Council,10/17/2016 02:00:00 PM,10/17/2016 03:00:00 PM,"Seattle City Hall, Floor 2",http://seattle.legistar.com/DepartmentDetail.aspx?ID=28340&GUID=E46BCBAD-A6DB-4A4B-AC5E-D2D659A4F94D&Search=,,,,,,,600 Fourth Avenue,47.60377,-122.32971,"(47.60377, -122.32971)",http://www.seattle.gov/living-in-seattle/event-calendar?trumbaEmbed=view%3devent%26eventid%3d117546227,civic
Seattle Women's Commission,10/17/2016 05:30:00 PM,10/17/2016 07:30:00 PM,Boards Commission Conference Room L-280 ,http://www.seattle.gov/womenscommission/,,,Marta Idowu ,,206-684-4540 ,marta.idowu@seattle.gov,,,,,http://www.seattle.gov/living-in-seattle/event-calendar?trumbaEmbed=view%3devent%26eventid%3d118110818,civic
Expansion Area Urban Village Focus Group (Focus Group 1),10/17/2016 06:00:00 PM,10/17/2016 08:00:00 PM,Bertha Knight Landes ,http://www.seattle.gov/hala/focus-groups,"The Expansion Area Urban Village covers 130th & I-5, Columbia City, Crown Hill, Green Lake/Roosevelt, North Beacon Hill, Othello, Rainier Beach<br /> <br /> HALA Community Focus Groups are a sounding board to give focused feedback to the City and general public. There will be particular focus on how Mandatory Housing Affordability (MHA) would be applied in neighborhood areas. <ul> <li>Focus groups consist of 4 - 6 representatives from each Urban Village and adjacent neighborhood area in Seattle. </li><li>There are four focus groups, each comprised of about 40 community members </li><li>Each reflects a broad range of perspectives </li><li>Focus groups meet monthly starting in May 2016, and are facilitated by an independent third party </li><li>Groups conduct a detailed review of land use changes to implement Mandatory Housing Affordability (MHA) </li><li>&#8226; Meetings and conversations are transparent and open to the public </li><li>Participants are encouraged to relay information to their home neighborhoods </li></ul> <br /> The general public is welcome to attend. ",,Jesseca Brand ,,206-733-9982 ,Jesseca.Brand@seattle.gov,"Seattle, WA 98104",,,,http://www.seattle.gov/living-in-seattle/event-calendar?trumbaEmbed=view%3devent%26eventid%3d119149243,civic
"Planning, Land Use & Zoning",10/18/2016 09:30:00 AM,,"Seattle City Hall, Floor 2",http://www.seattle.gov/council/johnson/,,,,,,,600 Fourth Avenue,47.60377,-122.32971,"(47.60377, -122.32971)",http://www.seattle.gov/living-in-seattle/event-calendar?trumbaEmbed=view%3devent%26eventid%3d117551898,civic
Freight Advisory Board,10/18/2016 09:30:00 AM,10/18/2016 11:30:00 AM,,http://www.seattle.gov/sfab/default.htm,,,Chris Eaves ,,,,600 4th Avenue,47.60377,-122.32971,"(47.60377, -122.32971)",http://www.seattle.gov/living-in-seattle/event-calendar?trumbaEmbed=view%3devent%26eventid%3d117677084,civic
Sustainability & Transportation,10/18/2016 02:00:00 PM,,"Seattle City Hall, Floor 2",http://www.seattle.gov/council/obrien/,,,,,,,600 Fourth Avenue,47.60377,-122.32971,"(47.60377, -122.32971)",http://www.seattle.gov/living-in-seattle/event-calendar?trumbaEmbed=view%3devent%26eventid%3d117551958,civic
Chinatown-ID Neighborhood Block Watch,10/18/2016 06:00:00 PM,10/18/2016 07:30:00 PM,,http://www.scidpda.org/what-we-do/community-engagement/idea-space,,Seattle Chinatown International Development Preservation Development Authority ,Sokha Danh ,,206-838-8718 ,sokhad@scidpda.org,409 Maynard Ave S,47.59886,-122.32544,"(47.59886, -122.32544)",http://www.seattle.gov/living-in-seattle/event-calendar?trumbaEmbed=view%3devent%26eventid%3d113786497,civic
Pioneer Square Preservation Board,10/19/2016 09:00:00 AM,10/19/2016 11:00:00 AM,,http://www.seattle.gov/neighborhoods/preservation/agendas.htm,,,Genna Nashem ,,684-0227 ,genna.nashem@seattle.gov,600 4th Avenue,47.60377,-122.32971,"(47.60377, -122.32971)",http://www.seattle.gov/living-in-seattle/event-calendar?trumbaEmbed=view%3devent%26eventid%3d118730651,civic
"Affordable Housing, Neigborhoods & Finance",10/19/2016 09:30:00 AM,,"Seattle City Hall, Floor 2",http://www.seattle.gov/council/committees/affordable-housing-neighborhoods-and-finance,,,,,,,600 Fourth Avenue,47.60377,-122.32971,"(47.60377, -122.32971)",http://www.seattle.gov/living-in-seattle/event-calendar?trumbaEmbed=view%3devent%26eventid%3d117547702,civic
"Education, Equity & Governance",10/19/2016 02:00:00 PM,,"Seattle City Hall, Floor 2",http://www.seattle.gov/council/committees/education-equity-and-governance,,,,,,,600 Fourth Avenue,47.60377,-122.32971,"(47.60377, -122.32971)",http://www.seattle.gov/living-in-seattle/event-calendar?trumbaEmbed=view%3devent%26eventid%3d117551775,civic
Pike Place Market Historical Commission,10/26/2016 04:30:00 PM,10/26/2016 06:30:00 PM,,http://www.seattle.gov/neighborhoods/preservation/agendas.htm,,,Heather McAuliffe ,,684-0229 ,heather.mcauliffe@seattle.gov,PDA Meeting Room,,,,http://www.seattle.gov/living-in-seattle/event-calendar?trumbaEmbed=view%3devent%26eventid%3d113998157,civic
Transit Advisory Board Meeting,10/26/2016 06:00:00 PM,10/26/2016 08:00:00 PM, Commissions Room L280 ,,Regular monthly meeting of the Transit Advisory Board ,SDOT ,Benjamin Smith ,,206-684-4209 ,TransitBoard@seattle.gov,601 5th Ave,47.60377,-122.32971,"(47.60377, -122.32971)",http://www.seattle.gov/living-in-seattle/event-calendar?trumbaEmbed=view%3devent%26eventid%3d117711807,civic
Design Commission Meeting,11/03/2016 08:30:00 AM,11/03/2016 04:30:00 PM,,,The agenda for this meeting will be set one week in advance ,,Valerie Kinast ,,206-233-7911 ,SDC_Administration@seattle.gov,Boards and Commissions Room,,,,http://www.seattle.gov/living-in-seattle/event-calendar?trumbaEmbed=view%3devent%26eventid%3d111420512,civic
"Parks, Seattle Center, Libraries & Waterfront",11/03/2016 09:30:00 AM,11/03/2016 10:30:00 AM,"Seattle City Hall, Floor 2",http://www.seattle.gov/council/committees/education-equity-and-governance,,,,,,,600 Fourth Avenue,47.60377,-122.32971,"(47.60377, -122.32971)",http://www.seattle.gov/living-in-seattle/event-calendar?trumbaEmbed=view%3devent%26eventid%3d117552094,civic
Pet Loss Support Group,11/03/2016 05:30:00 PM,11/03/2016 06:45:00 PM,Upper Level Conference Room,http://www.seattle.gov/animalshelter/,,Seattle Animal Shelter Volunteers ,,Seattle Animal Shelter ,206-386-7387 ,,2061 15th Ave W,47.63837,-122.37654,"(47.63837, -122.37654)",http://www.seattle.gov/living-in-seattle/event-calendar?trumbaEmbed=view%3devent%26eventid%3d117696033,civic
Design Commission Meeting,10/20/2016 08:30:00 AM,10/20/2016 04:30:00 PM,,,The agenda for this meeting will be set one week in advance. ,,Valerie Kinast ,,206-233-7911 ,SDC_Administration@seattle.gov,Boards and Commissions Room,,,,http://www.seattle.gov/living-in-seattle/event-calendar?trumbaEmbed=view%3devent%26eventid%3d111420261,civic
"Parks, Seattle Center, Libraries & Waterfront",10/20/2016 09:30:00 AM,,"Seattle City Hall, Floor 2",,,,,,,,600 Fourth Avenue,47.60377,-122.32971,"(47.60377, -122.32971)",http://www.seattle.gov/living-in-seattle/event-calendar?trumbaEmbed=view%3devent%26eventid%3d117552119,civic
